Subject,Message,Label,OriginalRowID,Date
"Minor crash, no injuries – claim query","Hey there,
I was rear‑ended at a red light in Sligo today (10 May 2023 12:55), no injuries. Other driver admitted fault. Exchange done. My reg 10-SO-15338, policy PCY-859-948735. What’s the fastest way to get the car assessed? really appreciate your help
Photos attached.

Many thanks,
Lucas O'Neill
+353 82 517 1761
lucasoneill553@proton.me",CarCrash,c2c8d03b,
Stolen vehicle claim – need next steps,"Good morning, Came out this morning and the car was jsut gone. 11-WD-5804. Spare key with me. I called 999 and got a case number. Can you gude me on the theft claim steps under PCY-8877-18697? Alos, do I stil owe the excess if the car isn’t found? rally appreciate yoour heelp No attahcments yet—can send if needed. Cheers, Ciara Murphy +353 83 968 3717 ciaramurphy776@example.com P.S. I’m at woork now, can’t takke calls till afer p5m. Email is best.",CarTheft,e14d5297,
General question about my policy,"Hey thre, I jusst need to check what’s included in my poliicy PCY-574-759817. Does it cover driving other cas, or windscreen chips? kind regards Regards, Lucas Murpy +353 83 292 9854 lucasmurphy769@yahoo.com P.S. I’m at work now, can’t take calls till after 5pm. Email is best.

(Also, sorry for the long email—bit stressed.)",Other,fe8d369b,
"Minor crash, no injuries – claim query","Hey there, Small collisiion on the M50, lae 2. I braked and the van behhind clipped my bumper. Gardaí attended. Claaim under PCY-537-504103. Sohuld I go to City Tyres or wait for an approved repairer list? thanks in advance Photos attacched. Regards, Jack Murphy",CarCrash,ef5d0a66,
Car won’t start – need roadside assist,"Hi SafeDrive Support,
Engine overheated, steam from bonnet. I pulled over safely on the hard shoulder. What’s covered under PCY-375-462126 for breakdowns? happy to provide more info
Reg 18-OY-44940.
Scans can be provided.

Best,
Michael O'Neill
+353 82 528 1679
michaeloneill288@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarBreakdown,6450c355,
Car won’t start – need roadside assist,"Good afternoon, My car cut out at a roundabout in Letterkenny and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-654-826431? If yes, can you arrange a tow to City Tyres? relly appreciate your help Scans can be provided. Chers, Niamh Kavanagh +353 84 731 93110 niamhkavanagh608@example.com",CarBreakdown,8493d542,
Accident report and claim initiation,"Hey there,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-420-752004, reg 20-MH-25404. please let me know
Photos attached.

Cheers,
Noah Walsh",CarCrash,2b2397d6,
General question about my policy,"Hello,
Random question: how long do I have to report an incident? Policy PCY-380-278614. Thanks.

Sincerely,
Michael Gallagher
+353 82 239 4357
michaelgallagher731@outlook.com",Other,d18a90f3,
Car stolen last night – claim help?,"Hey there,
Vehicle theft on 12 Sep 2024 12:55 near Sligo city centre. CCTV likely at the shop across the road. Registered plate 24-D-41539, policy PCY-564-742039. Please advise urgent actions and any forms. really appreciate your help
Attaching a PDF of the report.

Regards,
Emma Smith

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.

(Also, sorry for the long email—bit stressed.)",CarTheft,dfb680bd,
Car won’t start – need roadside assist,"Good morning,
Battery seems dead (no dash lights). I’m at 39 College Green, Waterford. Can someone jump‑start or tow me? Reg 23-LM-66327, policy PCY-221-469390. Also, is there a call‑out limit? please sort this
No attachments.

Many thanks,
Ava Kelly
+353 89 641 7680
avakelly291@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarBreakdown,98c42011,
Urgent: Vehicle theft (police report filed),"Good afternoon,
My car (07-OY-90381) was stolen outside my house at 77 Quay St, Sligo around 28 Dec 2023 12:55. I reported it to the Gardaí (ref #227257). Policy PCY-830-566732. What info do you need to open a claim? happy to provide more info
Attaching a PDF of the report.

Best,
Emma Brown

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarTheft,8e325664,
Breakdown this morning – tow arranged?,"Hi Harbour Insurance Support,
Battery seems dead (no dash lights). I’m at 74 River Road, Kilkenny. Can someone jump‑start or tow me? Reg 05-WX-19341, policy PCY-667-846144. Also, is there a call‑out limit? why am I paying for this
Scans can be provided.

Best,
Conor Smith
+353 84 958 3361
conorsmith767@example.com",CarBreakdown,25b73c14,
Stranded on hard shoulder – breakdown cover,"Good morniing, My car cut out at a roundabout in Limerik and won’t restart. Haazrd lights on. Do I have oradside assist with policy PCY-227-68451? If yes, can you arrange a tow to N7 Auto? kind regards Scans can be providd. Sincerely, Jack Kelly",CarBreakdown,84d74b8a,
Breakdown this morning – tow arranged?,"Hi team,
Battery seems dead (no dash lights). I’m at 107 River Road, Athlone. Can someone jump‑start or tow me? Reg 16-WD-99186, policy PCY-973-765232. Also, is there a call‑out limit? this is ridiculous
—

Many thanks,
Aoife Byrne
+353 81 101 3286
aoifebyrne321@proton.me",CarBreakdown,f5825265,
Need some help with my cover,"To whom it may concern,
Where do I download my cert of insurance and disc for reg 10-G-31030? I can’t find the link on the portal. please let me know

Sincerely,
Liam Ryan
+353 87 582 9132
liamryan262@gmail.com",Other,4a5e9dde,
Rear‑ended at lights – advice needed,"Hi GreenShield Support,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-164-919938. Should I go to N7 Auto or wait for an approved repairer list? why am I paying for this
Screenshot included below.

Sincerely,
Noah Duffy

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,95698840,
Cracked windscreen – repair or replace?,"Good afternoon,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-143-617351? Can I pay just the excess? really appreciate your help
Photos attached.

Cheers,
Sophia Duffy",CarWindshield,b6ba897b,
General question about my policy,"Hello,
Random question: how long do I have to report an incident? Policy PCY-965-847892. Thanks.

Best,
James Smith",Other,ff32267c,
Glass crack across driver side – urgent,"Hi SafeDrive Support,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-498-915197. please let me know
No attachments yet—can send if needed.

Best,
Ava Walsh",CarWindshield,1d4890b8,
"Minor crash, no injuries – claim query","Good afternoon,
I was rear‑ended at a red light in Tralee today (09 Feb 2025 12:55), airbags deployed. Other driver admitted fault. Exchange done. My reg 08-LM-98077, policy PCY-874-319821. What’s the fastest way to get the car assessed? really appreciate your help
Photos attached.

Many thanks,
Ciara O'Connor",CarCrash,f2e876d6,
Rear‑ended at lights – advice needed,"Goood moring, Accideent at low speeed leaving a car paark. I scraped another car. I’ve phoots and thheir details. Do I need to notify you even if we settle privately? My policy is PCY-463-286028, reg 18-WD-34031. kind regards Photos attached. Rgards, Lucas O'Connor P.S. I’m at work now, caan’t take calls till after 5pm. Text me if urgent.",CarCrash,12bf5921,
Collision today on N7 – what do I do?,"Good afternoon,
Small collision on the M50, lane 2. I braked and the van behind clipped my bumper. Gardaí attended. Claim under PCY-270-226656. Should I go to Murphy Motors or wait for an approved repairer list? please sort this
No attachments yet—can send if needed.

Best,
Lucas Brown
+353 88 347 5806
lucasbrown122@yahoo.com",CarCrash,2c668e16,
Policy renewal questions,"Good morning,
Renewal due on 16. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-812-668328. thanks in advance

Best,
Isla O'Brien
+353 87 712 7552
islaobrien534@yahoo.com",CarRenewal,d348ba48,
Engine died at junction – policy help,"Hello,
Battery seems dead (no dash lights). I’m at 43 River Road, Athlone. Can someone jump‑start or tow me? Reg 09-WD-66019, policy PCY-845-156251. Also, is there a call‑out limit? please let me know
Scans can be provided.

Best,
Liam Wilson
+353 80 350 7632
liamwilson196@example.com",CarBreakdown,601d4c2c,
Policy renewal questions,"Good morning,
Renewal due on 02. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-859-888081. please let me know

Many thanks,
Ethan Byrne
+353 84 572 5662
ethanbyrne714@yahoo.com",CarRenewal,57dd0a9f,
Glass crack across driver side – urgent,"To whom it may concern,
Windscreen wiper left a deep scratch after some grit got stuck. Looking to replace ASAP. What’s the process and preferred suppliers? Policy PCY-154-965968. happy to provide more info
Screenshot included below.

Sincerely,
Ava McCarthy
+353 88 567 9230
avamccarthy525@yahoo.com",CarWindshield,ddaea74c,
Random question (not sure of category),"Good morning,
I just need to check what’s included in my policy PCY-518-955324. Does it cover driving other cars, or windscreen chips? please let me know

Regards,
Isla O'Connor
+353 82 824 3150
islaoconnor545@example.com

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",Other,57dab4eb,
Stone chip spreading fast – claim,"To whom it may concern,
Overnight frost made a chip spread—now about 20cm. Is glass repair exempt from the no‑claims penalty on PCY-526-614333? Can I pay just the excess? happy to provide more info
Screenshot included below.

Sincerely,
Ciara Wilson

P.S. I’m at work now, can’t take calls till after 5pm. Text me if urgent.",CarWindshield,54e94d56,
General question about my policy,"Good afternoon,
Random question: how long do I have to report an incident? Policy PCY-646-388580. Thanks.

Sincerely,
Mia Smith",Other,f0c1555f,
Rear‑ended at lights – advice needed,"Good afternoon,
Accident at low speed leaving a car park. I scraped another car. I’ve photos and their details. Do I need to notify you even if we settle privately? My policy is PCY-755-632491, reg 15-KK-88422. thanks in advance
Dashcam clip uploaded to Drive (link upon request).

Many thanks,
Ava McCarthy
+353 89 484 9502
avamccarthy892@proton.me

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarCrash,190fb836,
Renewal due – change car details,"Good morning,
I’m changing cars next month (new reg 07-G-6058). Can I update the details now so the renewal is accurate? Also adding my partner as a named driver. Policy PCY-336-614949. please let me know

Cheers,
Ava O'Connor
+353 80 625 2694
avaoconnor114@yahoo.com

P.S. I’m at work now, can’t take calls till after 5pm. Email is best.",CarRenewal,b2a91ac6,
Stolen vehicle claim – need next steps,"Good afternoon,
Vehicle theft on 02 Oct 2024 12:55 near Letterkenny city centre. CCTV likely at the shop across the road. Registered plate 07-MN-54627, policy PCY-916-405482. Please advise urgent actions and any forms. really appreciate your help
Dashcam clip uploaded to Drive (link upon request).

Sincerely,
Emily Ryan

(Also, sorry for the long email—bit stressed.)",CarTheft,851a265b,
Stolen vehicle claim – need next steps,"Hi team,
My car (07-MN-71232) was stolen outside my house at 58 Station Rd, Galway around 13 May 2023 12:55. I reported it to the Gardaí (ref #453200). Policy PCY-750-988494. What info do you need to open a claim? thanks in advance
No attachments yet—can send if needed.

Sincerely,
Harry Ryan",CarTheft,290bed52,
Breakdown this morning – tow arranged?,"Hey there,
My car cut out at a roundabout in Naas and won’t restart. Hazard lights on. Do I have roadside assist with policy PCY-143-701848? If yes, can you arrange a tow to N7 Auto? happy to provide more info
No attachments.

Many thanks,
Noah Doyle
+353 85 813 9698
noahdoyle509@outlook.com",CarBreakdown,3c762fee,
Policy renewal questions,"Good afternoon,
Renewal due on 02. Could you send me the documents in PDF and explain options for monthly vs annual? Policy PCY-929-232388. kind regards

Cheers,
Niamh O'Connor
+353 85 562 5327
niamhoconnor645@yahoo.com",CarRenewal,9f13ed75,
Stone chip spreading fast – claim,"To whom it may concern, A stone hit my windscreen on the N4 and now there’s a crack across the driver’s side. Can I book directly with ScreenMate or do I need pre‑approval udner poliicy PCY-456-421228? happy to provide more ino Reg 11-MN-44908. Screenshot included below. Many thanks, Sophia Doyyle +353 82 220 5775 sophiadoyle654@outlook.com .PS. I’m at work now, cna’t take calls itll after 5pmm. Text me if urgent.",CarWindshield,12dc3ec1,
